REAPER ACTIONS WITH DESCRIPTIONS
Format: ActionID|Description
622|Track: Toggle mute for track 76
623|Track: Toggle solo for track 76
624|Track: Toggle FX bypass for track 76
625|Track: Toggle record arm for track 76
626|Track: Set mute for track 76 (MIDI CC/OSC only)
627|Track: Set solo for track 76 (MIDI CC/OSC only)
628|Track: Set volume for track 77 (MIDI CC/OSC only)
629|Track: Set pan for track 77 (MIDI CC/OSC only)
630|Track: Toggle mute for track 77
631|Track: Toggle solo for track 77
632|Track: Toggle FX bypass for track 77
633|Track: Toggle record arm for track 77
634|Track: Set mute for track 77 (MIDI CC/OSC only)
635|Track: Set solo for track 77 (MIDI CC/OSC only)
636|Track: Set volume for track 78 (MIDI CC/OSC only)
637|Track: Set pan for track 78 (MIDI CC/OSC only)
638|Track: Toggle mute for track 78
639|Track: Toggle solo for track 78
640|Track: Toggle FX bypass for track 78
641|Track: Toggle record arm for track 78
642|Track: Set mute for track 78 (MIDI CC/OSC only)
643|Track: Set solo for track 78 (MIDI CC/OSC only)
644|Track: Set volume for track 79 (MIDI CC/OSC only)
645|Track: Set pan for track 79 (MIDI CC/OSC only)
646|Track: Toggle mute for track 79
647|Track: Toggle solo for track 79
648|Track: Toggle FX bypass for track 79
649|Track: Toggle record arm for track 79
650|Track: Set mute for track 79 (MIDI CC/OSC only)
651|Track: Set solo for track 79 (MIDI CC/OSC only)
652|Track: Set volume for track 80 (MIDI CC/OSC only)
653|Track: Set pan for track 80 (MIDI CC/OSC only)
654|Track: Toggle mute for track 80
655|Track: Toggle solo for track 80
656|Track: Toggle FX bypass for track 80
657|Track: Toggle record arm for track 80
658|Track: Set mute for track 80 (MIDI CC/OSC only)
659|Track: Set solo for track 80 (MIDI CC/OSC only)
660|Track: Set volume for track 81 (MIDI CC/OSC only)
661|Track: Set pan for track 81 (MIDI CC/OSC only)
662|Track: Toggle mute for track 81
663|Track: Toggle solo for track 81
664|Track: Toggle FX bypass for track 81
665|Track: Toggle record arm for track 81
666|Track: Set mute for track 81 (MIDI CC/OSC only)
667|Track: Set solo for track 81 (MIDI CC/OSC only)
668|Track: Set volume for track 82 (MIDI CC/OSC only)
669|Track: Set pan for track 82 (MIDI CC/OSC only)
670|Track: Toggle mute for track 82
671|Track: Toggle solo for track 82
672|Track: Toggle FX bypass for track 82
673|Track: Toggle record arm for track 82
674|Track: Set mute for track 82 (MIDI CC/OSC only)
675|Track: Set solo for track 82 (MIDI CC/OSC only)
676|Track: Set volume for track 83 (MIDI CC/OSC only)
677|Track: Set pan for track 83 (MIDI CC/OSC only)
678|Track: Toggle mute for track 83
679|Track: Toggle solo for track 83
680|Track: Toggle FX bypass for track 83
681|Track: Toggle record arm for track 83
682|Track: Set mute for track 83 (MIDI CC/OSC only)
683|Track: Set solo for track 83 (MIDI CC/OSC only)
684|Track: Set volume for track 84 (MIDI CC/OSC only)
685|Track: Set pan for track 84 (MIDI CC/OSC only)
686|Track: Toggle mute for track 84
687|Track: Toggle solo for track 84
688|Track: Toggle FX bypass for track 84
689|Track: Toggle record arm for track 84
690|Track: Set mute for track 84 (MIDI CC/OSC only)
691|Track: Set solo for track 84 (MIDI CC/OSC only)
692|Track: Set volume for track 85 (MIDI CC/OSC only)
693|Track: Set pan for track 85 (MIDI CC/OSC only)
694|Track: Toggle mute for track 85
695|Track: Toggle solo for track 85
696|Track: Toggle FX bypass for track 85
697|Track: Toggle record arm for track 85
698|Track: Set mute for track 85 (MIDI CC/OSC only)
699|Track: Set solo for track 85 (MIDI CC/OSC only)
700|Track: Set volume for track 86 (MIDI CC/OSC only)
701|Track: Set pan for track 86 (MIDI CC/OSC only)
702|Track: Toggle mute for track 86
703|Track: Toggle solo for track 86
704|Track: Toggle FX bypass for track 86
705|Track: Toggle record arm for track 86
706|Track: Set mute for track 86 (MIDI CC/OSC only)
707|Track: Set solo for track 86 (MIDI CC/OSC only)
708|Track: Set volume for track 87 (MIDI CC/OSC only)
709|Track: Set pan for track 87 (MIDI CC/OSC only)
710|Track: Toggle mute for track 87
711|Track: Toggle solo for track 87
712|Track: Toggle FX bypass for track 87
713|Track: Toggle record arm for track 87
714|Track: Set mute for track 87 (MIDI CC/OSC only)
715|Track: Set solo for track 87 (MIDI CC/OSC only)
716|Track: Set volume for track 88 (MIDI CC/OSC only)
717|Track: Set pan for track 88 (MIDI CC/OSC only)
718|Track: Toggle mute for track 88
719|Track: Toggle solo for track 88
720|Track: Toggle FX bypass for track 88
721|Track: Toggle record arm for track 88
722|Track: Set mute for track 88 (MIDI CC/OSC only)
723|Track: Set solo for track 88 (MIDI CC/OSC only)
724|Track: Set volume for track 89 (MIDI CC/OSC only)
725|Track: Set pan for track 89 (MIDI CC/OSC only)
726|Track: Toggle mute for track 89
727|Track: Toggle solo for track 89
728|Track: Toggle FX bypass for track 89
729|Track: Toggle record arm for track 89
730|Track: Set mute for track 89 (MIDI CC/OSC only)
731|Track: Set solo for track 89 (MIDI CC/OSC only)
732|Track: Set volume for track 90 (MIDI CC/OSC only)
733|Track: Set pan for track 90 (MIDI CC/OSC only)
734|Track: Toggle mute for track 90
735|Track: Toggle solo for track 90
736|Track: Toggle FX bypass for track 90
737|Track: Toggle record arm for track 90
738|Track: Set mute for track 90 (MIDI CC/OSC only)
739|Track: Set solo for track 90 (MIDI CC/OSC only)
740|Track: Set volume for track 91 (MIDI CC/OSC only)
741|Track: Set pan for track 91 (MIDI CC/OSC only)
742|Track: Toggle mute for track 91
743|Track: Toggle solo for track 91
744|Track: Toggle FX bypass for track 91
745|Track: Toggle record arm for track 91
746|Track: Set mute for track 91 (MIDI CC/OSC only)
747|Track: Set solo for track 91 (MIDI CC/OSC only)
748|Track: Set volume for track 92 (MIDI CC/OSC only)
749|Track: Set pan for track 92 (MIDI CC/OSC only)
750|Track: Toggle mute for track 92
751|Track: Toggle solo for track 92
752|Track: Toggle FX bypass for track 92
753|Track: Toggle record arm for track 92
754|Track: Set mute for track 92 (MIDI CC/OSC only)
755|Track: Set solo for track 92 (MIDI CC/OSC only)
756|Track: Set volume for track 93 (MIDI CC/OSC only)
757|Track: Set pan for track 93 (MIDI CC/OSC only)
758|Track: Toggle mute for track 93
759|Track: Toggle solo for track 93
760|Track: Toggle FX bypass for track 93
761|Track: Toggle record arm for track 93
762|Track: Set mute for track 93 (MIDI CC/OSC only)
763|Track: Set solo for track 93 (MIDI CC/OSC only)
764|Track: Set volume for track 94 (MIDI CC/OSC only)
765|Track: Set pan for track 94 (MIDI CC/OSC only)
766|Track: Toggle mute for track 94
767|Track: Toggle solo for track 94
768|Track: Toggle FX bypass for track 94
769|Track: Toggle record arm for track 94
770|Track: Set mute for track 94 (MIDI CC/OSC only)
771|Track: Set solo for track 94 (MIDI CC/OSC only)
772|Track: Set volume for track 95 (MIDI CC/OSC only)
773|Track: Set pan for track 95 (MIDI CC/OSC only)
774|Track: Toggle mute for track 95
775|Track: Toggle solo for track 95
776|Track: Toggle FX bypass for track 95
777|Track: Toggle record arm for track 95
778|Track: Set mute for track 95 (MIDI CC/OSC only)
779|Track: Set solo for track 95 (MIDI CC/OSC only)
780|Track: Set volume for track 96 (MIDI CC/OSC only)
781|Track: Set pan for track 96 (MIDI CC/OSC only)
782|Track: Toggle mute for track 96
783|Track: Toggle solo for track 96
784|Track: Toggle FX bypass for track 96
785|Track: Toggle record arm for track 96
786|Track: Set mute for track 96 (MIDI CC/OSC only)
787|Track: Set solo for track 96 (MIDI CC/OSC only)
788|Track: Set volume for track 97 (MIDI CC/OSC only)
789|Track: Set pan for track 97 (MIDI CC/OSC only)
790|Track: Toggle mute for track 97
791|Track: Toggle solo for track 97
792|Track: Toggle FX bypass for track 97
793|Track: Toggle record arm for track 97
794|Track: Set mute for track 97 (MIDI CC/OSC only)
795|Track: Set solo for track 97 (MIDI CC/OSC only)
796|Track: Set volume for track 98 (MIDI CC/OSC only)
797|Track: Set pan for track 98 (MIDI CC/OSC only)
798|Track: Toggle mute for track 98
799|Track: Toggle solo for track 98
800|Track: Toggle FX bypass for track 98
801|Track: Toggle record arm for track 98
802|Track: Set mute for track 98 (MIDI CC/OSC only)
803|Track: Set solo for track 98 (MIDI CC/OSC only)
804|Track: Set volume for track 99 (MIDI CC/OSC only)
805|Track: Set pan for track 99 (MIDI CC/OSC only)
806|Track: Toggle mute for track 99
807|Track: Toggle solo for track 99
808|Track: Toggle FX bypass for track 99
809|Track: Toggle record arm for track 99
810|Track: Set mute for track 99 (MIDI CC/OSC only)
811|Track: Set solo for track 99 (MIDI CC/OSC only)
812|Track: Set volume for last touched track (MIDI CC/OSC only)
813|Track: Set pan for last touched track (MIDI CC/OSC only)
814|Track: Toggle mute for last touched track
815|Track: Toggle solo for last touched track
816|Track: Toggle FX bypass for last touched track
817|Track: Toggle record arm for last touched track
818|Track: Set mute for last touched track (MIDI CC/OSC only)
819|Track: Set solo for last touched track (MIDI CC/OSC only)
901|Adjust track send 1 volume (MIDI CC/OSC only)
902|Adjust track send 2 volume (MIDI CC/OSC only)
903|Adjust track send 3 volume (MIDI CC/OSC only)
904|Adjust track send 4 volume (MIDI CC/OSC only)
905|Adjust track send 5 volume (MIDI CC/OSC only)
906|Adjust track send 6 volume (MIDI CC/OSC only)
907|Adjust track send 7 volume (MIDI CC/OSC only)
908|Adjust track send 8 volume (MIDI CC/OSC only)
911|Adjust track send 1 pan (MIDI CC/OSC only)
912|Adjust track send 2 pan (MIDI CC/OSC only)
913|Adjust track send 3 pan (MIDI CC/OSC only)
914|Adjust track send 4 pan (MIDI CC/OSC only)
915|Adjust track send 5 pan (MIDI CC/OSC only)
916|Adjust track send 6 pan (MIDI CC/OSC only)
917|Adjust track send 7 pan (MIDI CC/OSC only)
918|Adjust track send 8 pan (MIDI CC/OSC only)
950|Adjust track FX parameter 01 (MIDI CC/OSC only)
951|Adjust track FX parameter 02 (MIDI CC/OSC only)
952|Adjust track FX parameter 03 (MIDI CC/OSC only)
953|Adjust track FX parameter 04 (MIDI CC/OSC only)
954|Adjust track FX parameter 05 (MIDI CC/OSC only)
955|Adjust track FX parameter 06 (MIDI CC/OSC only)
956|Adjust track FX parameter 07 (MIDI CC/OSC only)
957|Adjust track FX parameter 08 (MIDI CC/OSC only)
958|Adjust track FX parameter 09 (MIDI CC/OSC only)
959|Adjust track FX parameter 10 (MIDI CC/OSC only)
960|Adjust track FX parameter 11 (MIDI CC/OSC only)
961|Adjust track FX parameter 12 (MIDI CC/OSC only)
962|Adjust track FX parameter 13 (MIDI CC/OSC only)
963|Adjust track FX parameter 14 (MIDI CC/OSC only)
964|Adjust track FX parameter 15 (MIDI CC/OSC only)
965|Adjust track FX parameter 16 (MIDI CC/OSC only)
967|Transient detection sensitivity: Adjust (MIDI CC/mousewheel only)
968|Transient detection threshold: Adjust (MIDI CC/mousewheel only)
969|Grid: Adjust swing grid (MIDI CC/mousewheel only)
970|View: Adjust selected track heights a little bit (MIDI CC relative/mousewheel)
971|View: Adjust selected track heights (MIDI CC/OSC only)
972|View: Adjust selected track heights (MIDI CC relative/mousewheel)
973|Adjust last touched FX parameter (MIDI CC/OSC only)
974|Transport: Scrub/jog fine control (MIDI CC relative only)
975|View: Scroll view horizontally one page reversed (MIDI CC relative/mousewheel)
976|View: Scroll view vertically one page (MIDI CC relative/mousewheel)
977|View: Scroll horizontally reversed (MIDI CC relative/mousewheel)
978|View: Scroll vertically reversed (MIDI CC relative/mousewheel)
979|View: Zoom horizontally reversed (MIDI CC relative/mousewheel)
980|View: Zoom vertically reversed, snap to theme-defined sizes (MIDI CC relative/mousewheel)
981|View: Scroll view horizontally one page (MIDI CC relative/mousewheel)
982|View: Scroll view vertically one page reversed (MIDI CC relative/mousewheel)
983|Set tempo, coarse, latch for fine (MIDI CC/OSC only)
984|Set tempo, coarse (MIDI CC/OSC only)
985|Set tempo, fine (MIDI CC/OSC only)
986|Automation lane: Set active fader (MIDI CC/OSC only)
987|Adjust solo in front dim (MIDI CC/mousewheel only)
988|View: Scroll horizontally (MIDI CC relative/mousewheel)
989|View: Scroll vertically (MIDI CC relative/mousewheel)
990|View: Zoom horizontally (MIDI CC relative/mousewheel)
991|View: Zoom vertically, snap to theme-defined sizes (MIDI CC relative/mousewheel)
992|Transport: Scrub/jog (MIDI CC relative/absolute only)
993|View: Go to track (MIDI CC/OSC only)
994|View: Adjust vertical zoom (MIDI CC/OSC only)
995|View: Adjust vertical scroll (MIDI CC/OSC only)
996|View: Move edit cursor (MIDI CC/OSC only - relative recommended)
997|View: Adjust horizontal scroll (MIDI CC/OSC only - relative recommended)
998|View: Adjust horizontal zoom (MIDI CC/OSC only)
999|Options: Set metronome volume (MIDI CC/OSC only)
1000|View: Zoom vertically (MIDI CC relative/mousewheel)
1001|View: Zoom vertically reversed (MIDI CC relative/mousewheel)
1007|Transport: Play
1008|Transport: Pause
1011|View: Zoom out horizontal
1012|View: Zoom in horizontal
1013|Transport: Record
1016|Transport: Stop
1041|Track: Cycle track folder state
1042|Track: Cycle folder collapsed state
1068|Transport: Toggle repeat
1101|Big clock plus: Extended display (recording pass, markers, etc)...
1134|Transport: Tap tempo
1135|Options: Toggle locking
1155|Options: Cycle ripple editing mode
1156|Options: Toggle item grouping and track media/razor edit grouping
1157|Options: Toggle snapping
1161|Set ripple editing on
1162|Toggle ripple editing on/off
1528|Menu: Customize...
1582|Project bay: Force refresh
2000|Action: Prompt to continue (only valid within custom actions)
2001|Action: Set action loop start (only valid within custom actions)
2002|Action: Prompt to go to action loop start (only valid within custom actions)
2003|Action: Modify MIDI CC/mousewheel: Negative
2004|Action: Modify MIDI CC/mousewheel: 0.5x
2005|Action: Modify MIDI CC/mousewheel: 2x
2006|Action: Modify MIDI CC/mousewheel: +10%
2007|Action: Modify MIDI CC/mousewheel: -10%
2008|Action: Wait 0.1 seconds before next action
2009|Action: Wait 0.5 seconds before next action
2010|Action: Wait 1 second before next action
2011|Action: Wait 5 seconds before next action
2012|Action: Wait 10 seconds before next action
2013|Action: Skip next action if CC parameter <0/mid
2014|Action: Skip next action if CC parameter >0/mid
2015|Action: Skip next action if CC parameter <=0/mid
2016|Action: Skip next action if CC parameter >=0/mid
2017|Action: Skip next action if CC parameter ==0/mid
2018|Action: Skip next action if CC parameter !=0/mid
2019|Action: Arm next action
2020|Action: Disarm action
2021|Action: Toggle arm of next action
2022|Action: Skip next action, set CC parameter to relative +1 if action toggle state enabled, -1 if disabled, 0 if toggle state unavailable.
2023|Action: Skip next action, set CC parameter to relative +1 if action armed, 0 otherwise
2999|Action: Repeat the most recent action
3000|Action: Repeat the action prior to the most recent action
3002|Action: Momentarily send next action to project tab 1
3003|Action: Momentarily send next action to project tab 2
3004|Action: Momentarily send next action to project tab 3
3005|Action: Momentarily send next action to project tab 4
3006|Action: Momentarily send next action to project tab 5
3007|Action: Momentarily send next action to project tab 6
3008|Action: Momentarily send next action to project tab 7
3009|Action: Momentarily send next action to project tab 8
3010|Action: Momentarily send next action to project tab 9
3011|Action: Momentarily send next action to project tab 10
3032|Action: Momentarily send next action to project tab N
3033|Action: Momentarily send next action to project tab N-1
3034|Action: Momentarily send next action to project tab N-2
3035|Action: Momentarily send next action to project tab N-3
3036|Action: Momentarily send next action to project tab N-4
3037|Action: Momentarily send next action to project tab N-5
3038|Action: Momentarily send next action to project tab N-6
3039|Action: Momentarily send next action to project tab N-7
3040|Action: Momentarily send next action to project tab N-8
3041|Action: Momentarily send next action to project tab N-9
3061|Action: Momentarily send next action to next project tab 1
3062|Action: Momentarily send next action to next project tab 2
3063|Action: Momentarily send next action to next project tab 3
3064|Action: Momentarily send next action to next project tab 4
3065|Action: Momentarily send next action to next project tab 5
3091|Action: Momentarily send next action to previous project tab 1
3092|Action: Momentarily send next action to previous project tab 2
3093|Action: Momentarily send next action to previous project tab 3
3094|Action: Momentarily send next action to previous project tab 4
3095|Action: Momentarily send next action to previous project tab 5
3120|Action: Momentarily send next action to previously active project tab
